"order","header","sdkPath","partition","namespace","status"
"269","ddpdataport.h","/um/ddpdataport.h","Dedup","Windows.Win32.Storage.DataDeduplication","queued"
"270","deliveryoptimization.h","/um/deliveryoptimization.h","DeliveryOptimization","Windows.Win32.Networking.DeliveryOptimization","queued"
"271","deviceaccess.h","/um/deviceaccess.h","DeviceAccess","Windows.Win32.Devices.DeviceAccess","queued"
"272","edevdefs.h","/um/edevdefs.h","DeviceAccess","Windows.Win32.Devices.DeviceAccess","queued"
"273","devfiltertypes.h","/um/devfiltertypes.h","DeviceQuery","Windows.Win32.Devices.DeviceQuery","queued"
"274","devquery.h","/um/devquery.h","DeviceQuery","Windows.Win32.Devices.DeviceQuery","queued"
"275","devquerydef.h","/um/devquerydef.h","DeviceQuery","Windows.Win32.Devices.DeviceQuery","queued"
"276","ntdd1394.h","/shared/ntdd1394.h","Devices.1394","Windows.Win32.Devices.1394","queued"
"277","ntddbeep.h","/shared/ntddbeep.h","Devices.Beep","Windows.Win32.Devices.Beep","queued"
"278","ntddcdrm.h","/shared/ntddcdrm.h","Devices.Cdrom","Windows.Win32.Devices.Cdrom","queued"
"279","ntddcdvd.h","/shared/ntddcdvd.h","Devices.Dvd","Windows.Win32.Devices.Dvd","queued"
"280","apdevpkey.h","/shared/apdevpkey.h","Devices.Properties","Windows.Win32.Devices.Properties","queued"
"281","devpkey.h","/shared/devpkey.h","Devices.Properties","Windows.Win32.Devices.Properties","queued"
"282","devpropdef.h","/shared/devpropdef.h","Devices.Properties","Windows.Win32.Devices.Properties","queued"
"283","cfg.h","/shared/cfg.h","DevInst","Windows.Win32.Devices.DeviceAndDriverInstallation","queued"
"284","devguid.h","/shared/devguid.h","DevInst","Windows.Win32.Devices.DeviceAndDriverInstallation","queued"
"285","infstr.h","/shared/infstr.h","DevInst","Windows.Win32.Devices.DeviceAndDriverInstallation","queued"
"286","wdmguid.h","/shared/wdmguid.h","DevInst","Windows.Win32.Devices.DeviceAndDriverInstallation","queued"
"287","cfgmgr32.h","/um/cfgmgr32.h","DevInst","Windows.Win32.Devices.DeviceAndDriverInstallation","queued"
"288","newdev.h","/um/newdev.h","DevInst","Windows.Win32.Devices.DeviceAndDriverInstallation","queued"
"289","SetupAPI.h","/um/SetupAPI.h","DevInst","Windows.Win32.Devices.DeviceAndDriverInstallation","queued"
"290","Wsdevlicensing.h","/winrt/Wsdevlicensing.h","DevLic","Windows.Win32.System.DeveloperLicensing","queued"
"291","LMDFS.h","/um/LMDFS.h","Dfs","Windows.Win32.Storage.DistributedFileSystem","queued"
"292","DhcpCSdk.h","/um/DhcpCSdk.h","Dhcp","Windows.Win32.NetworkManagement.Dhcp","queued"
"293","dhcpsapi.h","/um/dhcpsapi.h","Dhcp","Windows.Win32.NetworkManagement.Dhcp","queued"
"294","dhcpssdk.h","/um/dhcpssdk.h","Dhcp","Windows.Win32.NetworkManagement.Dhcp","queued"
"295","Dhcpv6cSdk.h","/um/Dhcpv6cSdk.h","Dhcp","Windows.Win32.NetworkManagement.Dhcp","queued"
"296","d2d1_1.h","/um/d2d1_1.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"297","d2d1_1helper.h","/um/d2d1_1helper.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"298","d2d1_2.h","/um/d2d1_2.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"299","d2d1_2helper.h","/um/d2d1_2helper.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"300","d2d1_3.h","/um/d2d1_3.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"301","d2d1_3helper.h","/um/d2d1_3helper.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"302","d2d1.h","/um/d2d1.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"303","d2d1effectauthor_1.h","/um/d2d1effectauthor_1.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"304","d2d1effectauthor.h","/um/d2d1effectauthor.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"305","d2d1effects_1.h","/um/d2d1effects_1.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"306","d2d1effects_2.h","/um/d2d1effects_2.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"307","d2d1effects.h","/um/d2d1effects.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"308","d2d1svg.h","/um/d2d1svg.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"309","d2dbasetypes.h","/um/d2dbasetypes.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"310","d2derr.h","/um/d2derr.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"311","dciddi.h","/um/dciddi.h","Direct2D","Windows.Win32.Graphics.Direct2D","queued"
"312","dcommon.h","/um/dcommon.h","Direct2D.Common","Windows.Win32.Graphics.Direct2D.Common","queued"
"313","d3dcommon.h","/um/d3dcommon.h","Direct3D","Windows.Win32.Graphics.Direct3D","queued"
"314","d3dshadercacheregistration.h","/um/d3dshadercacheregistration.h","Direct3D","Windows.Win32.Graphics.Direct3D","queued"
"315","d3d10_1.h","/um/d3d10_1.h","Direct3D10","Windows.Win32.Graphics.Direct3D10","queued"
"316","d3d10_1shader.h","/um/d3d10_1shader.h","Direct3D10","Windows.Win32.Graphics.Direct3D10","queued"
"317","d3d10.h","/um/d3d10.h","Direct3D10","Windows.Win32.Graphics.Direct3D10","queued"
"318","d3d10effect.h","/um/d3d10effect.h","Direct3D10","Windows.Win32.Graphics.Direct3D10","queued"
"319","d3d10misc.h","/um/d3d10misc.h","Direct3D10","Windows.Win32.Graphics.Direct3D10","queued"
"320","d3d10sdklayers.h","/um/d3d10sdklayers.h","Direct3D10","Windows.Win32.Graphics.Direct3D10","queued"
"321","d3d10shader.h","/um/d3d10shader.h","Direct3D10","Windows.Win32.Graphics.Direct3D10","queued"
"322","d3d11_1.h","/um/d3d11_1.h","Direct3D11","Windows.Win32.Graphics.Direct3D11","queued"
"323","d3d11_2.h","/um/d3d11_2.h","Direct3D11","Windows.Win32.Graphics.Direct3D11","queued"
"324","d3d11_3.h","/um/d3d11_3.h","Direct3D11","Windows.Win32.Graphics.Direct3D11","queued"
"325","d3d11_4.h","/um/d3d11_4.h","Direct3D11","Windows.Win32.Graphics.Direct3D11","queued"
"326","d3d11.h","/um/d3d11.h","Direct3D11","Windows.Win32.Graphics.Direct3D11","queued"
"327","d3d11sdklayers.h","/um/d3d11sdklayers.h","Direct3D11","Windows.Win32.Graphics.Direct3D11","queued"
"328","d3d11shader.h","/um/d3d11shader.h","Direct3D11","Windows.Win32.Graphics.Direct3D11","queued"
"329","d3d11shadertracing.h","/um/d3d11shadertracing.h","Direct3D11","Windows.Win32.Graphics.Direct3D11","queued"
"330","d3dcsx.h","/um/d3dcsx.h","Direct3D11","Windows.Win32.Graphics.Direct3D11","queued"
"331","d3d11on12.h","/um/d3d11on12.h","Direct3D11on12","Windows.Win32.Graphics.Direct3D11on12","queued"
"332","d3d12.h","/um/d3d12.h","Direct3D12","Windows.Win32.Graphics.Direct3D12","queued"
"333","d3d12compiler.h","/um/d3d12compiler.h","Direct3D12","Windows.Win32.Graphics.Direct3D12","queued"
"334","d3d12sdklayers.h","/um/d3d12sdklayers.h","Direct3D12","Windows.Win32.Graphics.Direct3D12","queued"
"335","d3d12shader.h","/um/d3d12shader.h","Direct3D12","Windows.Win32.Graphics.Direct3D12","queued"
"336","d3d9.h","/shared/d3d9.h","Direct3D9","Windows.Win32.Graphics.Direct3D9","queued"
"337","d3d9caps.h","/shared/d3d9caps.h","Direct3D9","Windows.Win32.Graphics.Direct3D9","queued"
"338","d3d9types.h","/shared/d3d9types.h","Direct3D9","Windows.Win32.Graphics.Direct3D9","queued"
"339","d3d9helper.h","/um/d3d9helper.h","Direct3D9","Windows.Win32.Graphics.Direct3D9","queued"
"340","d3dcaps.h","/um/d3dcaps.h","Direct3D9","Windows.Win32.Graphics.Direct3D9","queued"
"341","d3dtypes.h","/um/d3dtypes.h","Direct3D9","Windows.Win32.Graphics.Direct3D9","queued"
"342","d3d9on12.h","/um/d3d9on12.h","Direct3D9on12","Windows.Win32.Graphics.Direct3D9on12","queued"
"343","dxcapi.h","/um/dxcapi.h","Direct3DDxc","Windows.Win32.Graphics.Direct3D.Dxc","queued"
"344","d3dcompiler.h","/um/d3dcompiler.h","Direct3DFxc","Windows.Win32.Graphics.Direct3D.Fxc","queued"
"345","dcomptypes.h","/shared/dcomptypes.h","DirectComp","Windows.Win32.Graphics.DirectComposition","queued"
"346","dcomp.h","/um/dcomp.h","DirectComp","Windows.Win32.Graphics.DirectComposition","queued"
"347","dcompanimation.h","/um/dcompanimation.h","DirectComp","Windows.Win32.Graphics.DirectComposition","queued"
"348","ddkernel.h","/um/ddkernel.h","DirectDraw","Windows.Win32.Graphics.DirectDraw","queued"
"349","ddraw.h","/um/ddraw.h","DirectDraw","Windows.Win32.Graphics.DirectDraw","queued"
"350","ddrawi.h","/um/ddrawi.h","DirectDraw","Windows.Win32.Graphics.DirectDraw","queued"
"351","ddrawint.h","/um/ddrawint.h","DirectDraw","Windows.Win32.Graphics.DirectDraw","queued"
"352","dmemmgr.h","/um/dmemmgr.h","DirectDraw","Windows.Win32.Graphics.DirectDraw","queued"
"353","dvp.h","/um/dvp.h","DirectDraw","Windows.Win32.Graphics.DirectDraw","queued"
"354","dxmini.h","/um/dxmini.h","DirectDraw","Windows.Win32.Graphics.DirectDraw","queued"
"355","directmanipulation.h","/um/directmanipulation.h","DirectManipulation","Windows.Win32.Graphics.DirectManipulation","queued"
"356","DirectML.h","/um/DirectML.h","DirectML","Windows.Win32.AI.MachineLearning.DirectML","queued"
"357","dwrite_1.h","/um/dwrite_1.h","DirectWrite","Windows.Win32.Graphics.DirectWrite","queued"
"358","dwrite_2.h","/um/dwrite_2.h","DirectWrite","Windows.Win32.Graphics.DirectWrite","queued"
"359","dwrite_3.h","/um/dwrite_3.h","DirectWrite","Windows.Win32.Graphics.DirectWrite","queued"
"360","dwrite.h","/um/dwrite.h","DirectWrite","Windows.Win32.Graphics.DirectWrite","queued"
"361","ntddvdeo.h","/shared/ntddvdeo.h","Display","Windows.Win32.Devices.Display","queued"
"362","dxcore_interface.h","/um/dxcore_interface.h","Display","Windows.Win32.Devices.Display","queued"
"363","dxcore.h","/um/dxcore.h","Display","Windows.Win32.Devices.Display","queued"
"364","winddi.h","/um/winddi.h","Display","Windows.Win32.Devices.Display","queued"
"365","cderr.h","/shared/cderr.h","DlgBox","Windows.Win32.UI.Controls.Dialogs","queued"
"366","colordlg.h","/um/colordlg.h","DlgBox","Windows.Win32.UI.Controls.Dialogs","queued"
"367","commdlg.h","/um/commdlg.h","DlgBox","Windows.Win32.UI.Controls.Dialogs","queued"
"368","dlnadeviceinterfaceids.h","/um/dlnadeviceinterfaceids.h","Dlna","Windows.Win32.Media.Streaming","queued"
"369","dlnametadataproviderproperties.h","/um/dlnametadataproviderproperties.h","Dlna","Windows.Win32.Media.Streaming","queued"
"370","windnsdef.h","/shared/windnsdef.h","Dns","Windows.Win32.NetworkManagement.Dns","queued"
"371","WinDNS.h","/um/WinDNS.h","Dns","Windows.Win32.NetworkManagement.Dns","queued"
"372","dtchelp.h","/um/dtchelp.h","DTC","Windows.Win32.System.DistributedTransactionCoordinator","queued"
"373","oletx2xa.h","/um/oletx2xa.h","DTC","Windows.Win32.System.DistributedTransactionCoordinator","queued"
"374","transact.h","/um/transact.h","DTC","Windows.Win32.System.DistributedTransactionCoordinator","queued"
"375","txcoord.h","/um/txcoord.h","DTC","Windows.Win32.System.DistributedTransactionCoordinator","queued"
"376","txdtc.h","/um/txdtc.h","DTC","Windows.Win32.System.DistributedTransactionCoordinator","queued"
"377","xa.h","/um/xa.h","DTC","Windows.Win32.System.DistributedTransactionCoordinator","queued"
"378","xolehlp.h","/um/xolehlp.h","DTC","Windows.Win32.System.DistributedTransactionCoordinator","queued"
"379","dwmapi.h","/um/dwmapi.h","Dwm","Windows.Win32.Graphics.Dwm","queued"
"380","dxcore_interface.h","/um/dxcore_interface.h","DXCore","Windows.Win32.Graphics.DXCore","queued"
"381","dxcore.h","/um/dxcore.h","DXCore","Windows.Win32.Graphics.DXCore","queued"
"382","dxgi.h","/shared/dxgi.h","Dxgi","Windows.Win32.Graphics.Dxgi","queued"
"383","dxgi1_2.h","/shared/dxgi1_2.h","Dxgi","Windows.Win32.Graphics.Dxgi","queued"
"384","dxgi1_3.h","/shared/dxgi1_3.h","Dxgi","Windows.Win32.Graphics.Dxgi","queued"
"385","dxgi1_4.h","/shared/dxgi1_4.h","Dxgi","Windows.Win32.Graphics.Dxgi","queued"
"386","dxgi1_5.h","/shared/dxgi1_5.h","Dxgi","Windows.Win32.Graphics.Dxgi","queued"
"387","dxgi1_6.h","/shared/dxgi1_6.h","Dxgi","Windows.Win32.Graphics.Dxgi","queued"
"388","dxgidebug.h","/um/dxgidebug.h","Dxgi","Windows.Win32.Graphics.Dxgi","queued"
"389","dxgimessages.h","/um/dxgimessages.h","Dxgi","Windows.Win32.Graphics.Dxgi","queued"
"390","dxprogrammablecapture.h","/um/dxprogrammablecapture.h","Dxgi","Windows.Win32.Graphics.Dxgi","queued"
"391","dxgicommon.h","/shared/dxgicommon.h","Dxgi.Common","Windows.Win32.Graphics.Dxgi.Common","queued"
"392","dxgiformat.h","/shared/dxgiformat.h","Dxgi.Common","Windows.Win32.Graphics.Dxgi.Common","queued"
"393","dxgitype.h","/shared/dxgitype.h","Dxgi.Common","Windows.Win32.Graphics.Dxgi.Common","queued"
"394","Raseapif.h","/um/Raseapif.h","Eap","Windows.Win32.Security.ExtensibleAuthenticationProtocol","queued"
"395","RrasCfg.h","/um/RrasCfg.h","Eap","Windows.Win32.Security.ExtensibleAuthenticationProtocol","queued"
"396","eapauthenticatoractiondefine.h","/um/eapauthenticatoractiondefine.h","EapHost","Windows.Win32.Security.ExtensibleAuthenticationProtocol","queued"
"397","eapauthenticatortypes.h","/um/eapauthenticatortypes.h","EapHost","Windows.Win32.Security.ExtensibleAuthenticationProtocol","queued"
"398","eaphosterror.h","/um/eaphosterror.h","EapHost","Windows.Win32.Security.ExtensibleAuthenticationProtocol","queued"
"399","eaphostpeerconfigapis.h","/um/eaphostpeerconfigapis.h","EapHost","Windows.Win32.Security.ExtensibleAuthenticationProtocol","queued"
"400","eaphostpeertypes.h","/um/eaphostpeertypes.h","EapHost","Windows.Win32.Security.ExtensibleAuthenticationProtocol","queued"
"401","eapmethodauthenticatorapis.h","/um/eapmethodauthenticatorapis.h","EapHost","Windows.Win32.Security.ExtensibleAuthenticationProtocol","queued"
"402","eapmethodpeerapis.h","/um/eapmethodpeerapis.h","EapHost","Windows.Win32.Security.ExtensibleAuthenticationProtocol","queued"
"403","EapMethodTypes.h","/um/EapMethodTypes.h","EapHost","Windows.Win32.Security.ExtensibleAuthenticationProtocol","queued"
"404","eappapis.h","/um/eappapis.h","EapHost","Windows.Win32.Security.ExtensibleAuthenticationProtocol","queued"
"405","EapTypes.h","/um/EapTypes.h","EapHost","Windows.Win32.Security.ExtensibleAuthenticationProtocol","queued"
"406","edpwin32.h","/um/edpwin32.h","Edp","Windows.Win32.Security.EnterpriseData","queued"
"407","efswrtinterop.h","/um/efswrtinterop.h","Edp","Windows.Win32.Security.EnterpriseData","queued"
"408","srpapi.h","/um/srpapi.h","Edp","Windows.Win32.Security.EnterpriseData","queued"
"409","enclaveapi.h","/um/enclaveapi.h","Enclave","Windows.Win32.System.Environment","queued"
"410","enclaveium.h","/um/enclaveium.h","Enclave","Windows.Win32.System.Environment","queued"
"411","ntenclv.h","/um/ntenclv.h","Enclave","Windows.Win32.System.Environment","queued"
"412","winenclave.h","/um/winenclave.h","Enclave","Windows.Win32.System.Environment","queued"
"413","winenclaveapi.h","/um/winenclaveapi.h","Enclave","Windows.Win32.System.Environment","queued"
"414","ehstorapi.h","/um/ehstorapi.h","Enstor","Windows.Win32.Storage.EnhancedStorage","queued"
"415","ehstorextensions.h","/um/ehstorextensions.h","Enstor","Windows.Win32.Storage.EnhancedStorage","queued"
"416","ehstormsg.h","/um/ehstormsg.h","Enstor","Windows.Win32.Storage.EnhancedStorage","queued"
"417","propkey.h","/um/propkey.h","Enstor","Windows.Win32.Storage.EnhancedStorage","queued"
"418","processenv.h","/um/processenv.h","Environment","Windows.Win32.System.Environment","queued"
"419","evntprov.h","/shared/evntprov.h","Etw","Windows.Win32.System.Diagnostics.Etw","queued"
"420","evntrace.h","/shared/evntrace.h","Etw","Windows.Win32.System.Diagnostics.Etw","queued"
"421","wmistr.h","/shared/wmistr.h","Etw","Windows.Win32.System.Diagnostics.Etw","queued"
"422","evntcons.h","/um/evntcons.h","Etw","Windows.Win32.System.Diagnostics.Etw","queued"
"423","relogger.h","/um/relogger.h","Etw","Windows.Win32.System.Diagnostics.Etw","queued"
"424","tdh.h","/um/tdh.h","Etw","Windows.Win32.System.Diagnostics.Etw","queued"
"425","FaxCom.h","/um/FaxCom.h","Fax","Windows.Win32.Devices.Fax","queued"
"426","FaxComEx.h","/um/FaxComEx.h","Fax","Windows.Win32.Devices.Fax","queued"
"427","FaxDev.h","/um/FaxDev.h","Fax","Windows.Win32.Devices.Fax","queued"
"428","FaxExt.h","/um/FaxExt.h","Fax","Windows.Win32.Devices.Fax","queued"
"429","faxmmc.h","/um/faxmmc.h","Fax","Windows.Win32.Devices.Fax","queued"
"430","FaxRoute.h","/um/FaxRoute.h","Fax","Windows.Win32.Devices.Fax","queued"
"431","fxsutility.h","/um/fxsutility.h","Fax","Windows.Win32.Devices.Fax","queued"
"432","WinFax.h","/um/WinFax.h","Fax","Windows.Win32.Devices.Fax","queued"
"433","FhCfg.h","/um/FhCfg.h","FileHistory","Windows.Win32.Storage.FileHistory","queued"
"434","fherrors.h","/um/fherrors.h","FileHistory","Windows.Win32.Storage.FileHistory","queued"
"435","fhstatus.h","/um/fhstatus.h","FileHistory","Windows.Win32.Storage.FileHistory","queued"
"436","FhSvcCtl.h","/um/FhSvcCtl.h","FileHistory","Windows.Win32.Storage.FileHistory","queued"
"437","minwindef.h","/shared/minwindef.h","Foundation","Windows.Win32.Foundation","queued"
"438","ntiologc.h","/shared/ntiologc.h","Foundation","Windows.Win32.Foundation","queued"
"439","ntstatus.h","/shared/ntstatus.h","Foundation","Windows.Win32.Foundation","queued"
"440","rpcnterr.h","/shared/rpcnterr.h","Foundation","Windows.Win32.Foundation","queued"
"441","windef.h","/shared/windef.h","Foundation","Windows.Win32.Foundation","queued"
"442","winerror.h","/shared/winerror.h","Foundation","Windows.Win32.Foundation","queued"
"443","cierror.h","/um/cierror.h","Foundation","Windows.Win32.Foundation","queued"
"444","handleapi.h","/um/handleapi.h","Foundation","Windows.Win32.Foundation","queued"
"445","mprerror.h","/um/mprerror.h","Foundation","Windows.Win32.Foundation","queued"
"446","winsdkver.h","/um/winsdkver.h","Foundation","Windows.Win32.Foundation","queued"
"447","clfs.h","/shared/clfs.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"448","diskguid.h","/shared/diskguid.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"449","fttypes.h","/shared/fttypes.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"450","ktmtypes.h","/shared/ktmtypes.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"451","ntddstor.h","/shared/ntddstor.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"452","ntddvol.h","/shared/ntddvol.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"453","bindlink.h","/um/bindlink.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"454","clfsmgmt.h","/um/clfsmgmt.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"455","clfsmgmtw32.h","/um/clfsmgmtw32.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"456","clfsw32.h","/um/clfsw32.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"457","DskQuota.h","/um/DskQuota.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"458","fileapi.h","/um/fileapi.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"459","fileapifromapp.h","/um/fileapifromapp.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"460","FileHC.h","/um/FileHC.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"461","ioringapi.h","/um/ioringapi.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"462","ktmw32.h","/um/ktmw32.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"463","LMShare.h","/um/LMShare.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"464","lmstats.h","/um/lmstats.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"465","lzexpand.h","/um/lzexpand.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"466","ntioring_x.h","/um/ntioring_x.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"467","NTMSAPI.h","/um/NTMSAPI.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"468","ntmsmli.h","/um/ntmsmli.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"469","txfw32.h","/um/txfw32.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"470","verrsrc.h","/um/verrsrc.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"471","winefs.h","/um/winefs.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"472","winver.h","/um/winver.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"473","wofapi.h","/um/wofapi.h","Fs","Windows.Win32.Storage.FileSystem","queued"
"474","fsrm.h","/um/fsrm.h","Fsrm","Windows.Win32.Storage.FileServerResourceManager","queued"
"475","fsrmenums.h","/um/fsrmenums.h","Fsrm","Windows.Win32.Storage.FileServerResourceManager","queued"
"476","fsrmerr.h","/um/fsrmerr.h","Fsrm","Windows.Win32.Storage.FileServerResourceManager","queued"
"477","fsrmpipeline.h","/um/fsrmpipeline.h","Fsrm","Windows.Win32.Storage.FileServerResourceManager","queued"
"478","fsrmquota.h","/um/fsrmquota.h","Fsrm","Windows.Win32.Storage.FileServerResourceManager","queued"
"479","fsrmreports.h","/um/fsrmreports.h","Fsrm","Windows.Win32.Storage.FileServerResourceManager","queued"
"480","fsrmscreen.h","/um/fsrmscreen.h","Fsrm","Windows.Win32.Storage.FileServerResourceManager","queued"
"481","fsrmtlb.h","/um/fsrmtlb.h","Fsrm","Windows.Win32.Storage.FileServerResourceManager","queued"
"482","functiondiscovery.h","/um/functiondiscovery.h","FunctionDiscovery","Windows.Win32.Devices.FunctionDiscovery","queued"
"483","functiondiscoveryapi.h","/um/functiondiscoveryapi.h","FunctionDiscovery","Windows.Win32.Devices.FunctionDiscovery","queued"
"484","functiondiscoverycategories.h","/um/functiondiscoverycategories.h","FunctionDiscovery","Windows.Win32.Devices.FunctionDiscovery","queued"
"485","functiondiscoveryconstraints.h","/um/functiondiscoveryconstraints.h","FunctionDiscovery","Windows.Win32.Devices.FunctionDiscovery","queued"
"486","functiondiscoveryerror.h","/um/functiondiscoveryerror.h","FunctionDiscovery","Windows.Win32.Devices.FunctionDiscovery","queued"
"487","functiondiscoverykeys_devpkey.h","/um/functiondiscoverykeys_devpkey.h","FunctionDiscovery","Windows.Win32.Devices.FunctionDiscovery","queued"
"488","FunctionDiscoveryKeys.h","/um/FunctionDiscoveryKeys.h","FunctionDiscovery","Windows.Win32.Devices.FunctionDiscovery","queued"
"489","FunctionDiscoveryNotification.h","/um/FunctionDiscoveryNotification.h","FunctionDiscovery","Windows.Win32.Devices.FunctionDiscovery","queued"
"490","functiondiscoveryprovider.h","/um/functiondiscoveryprovider.h","FunctionDiscovery","Windows.Win32.Devices.FunctionDiscovery","queued"
"491","FunctionDiscoveryServiceIDs.h","/um/FunctionDiscoveryServiceIDs.h","FunctionDiscovery","Windows.Win32.Devices.FunctionDiscovery","queued"
"492","PNPXAssoc.h","/um/PNPXAssoc.h","FunctionDiscovery","Windows.Win32.Devices.FunctionDiscovery","queued"
"493","GameInput.h","/um/GameInput.h","GameInput","Windows.Win32.UI.Input.GameInput","queued"
"494","expandedresources.h","/um/expandedresources.h","GameMode","Windows.Win32.Gaming","queued"
"495","gameux.h","/um/gameux.h","GameMode","Windows.Win32.Gaming","queued"
"496","gamingdeviceinformation.h","/um/gamingdeviceinformation.h","GamingDvcInfo","Windows.Win32.Gaming","queued"
"497","fontsub.h","/um/fontsub.h","Gdi","Windows.Win32.Graphics.Gdi","queued"
"498","mmsystem.h","/um/mmsystem.h","Gdi","Windows.Win32.Graphics.Gdi","queued"
"499","t2embapi.h","/um/t2embapi.h","Gdi","Windows.Win32.Graphics.Gdi","queued"
"500","wingdi.h","/um/wingdi.h","Gdi","Windows.Win32.Graphics.Gdi","classified"
"501","gdipluscolor.h","/um/gdipluscolor.h","Gdiplus","Windows.Win32.Graphics.GdiPlus","queued"
"502","gdipluscolormatrix.h","/um/gdipluscolormatrix.h","Gdiplus","Windows.Win32.Graphics.GdiPlus","queued"
"503","gdipluseffects.h","/um/gdipluseffects.h","Gdiplus","Windows.Win32.Graphics.GdiPlus","queued"
"504","gdiplusenums.h","/um/gdiplusenums.h","Gdiplus","Windows.Win32.Graphics.GdiPlus","queued"
"505","gdiplusflat.h","/um/gdiplusflat.h","Gdiplus","Windows.Win32.Graphics.GdiPlus","queued"
"506","gdiplusgpstubs.h","/um/gdiplusgpstubs.h","Gdiplus","Windows.Win32.Graphics.GdiPlus","queued"
"507","gdiplusimaging.h","/um/gdiplusimaging.h","Gdiplus","Windows.Win32.Graphics.GdiPlus","queued"
"508","gdiplusinit.h","/um/gdiplusinit.h","Gdiplus","Windows.Win32.Graphics.GdiPlus","queued"
"509","gdiplusmem.h","/um/gdiplusmem.h","Gdiplus","Windows.Win32.Graphics.GdiPlus","queued"
"510","gdiplusmetaheader.h","/um/gdiplusmetaheader.h","Gdiplus","Windows.Win32.Graphics.GdiPlus","queued"
"511","gdipluspixelformats.h","/um/gdipluspixelformats.h","Gdiplus","Windows.Win32.Graphics.GdiPlus","queued"
"512","gdiplustypes.h","/um/gdiplustypes.h","Gdiplus","Windows.Win32.Graphics.GdiPlus","queued"
"513","gpmgmt.h","/um/gpmgmt.h","Gpmc","Windows.Win32.System.GroupPolicy","queued"
"514","dinputd.h","/shared/dinputd.h","Hid","Windows.Win32.Devices.HumanInterfaceDevice","queued"
"515","dinputd.h","/shared/dinputd.h","Hid","Windows.Win32.Devices.HumanInterfaceDevice","queued"
"516","hidclass.h","/shared/hidclass.h","Hid","Windows.Win32.Devices.HumanInterfaceDevice","queued"
"517","hidpi.h","/shared/hidpi.h","Hid","Windows.Win32.Devices.HumanInterfaceDevice","queued"
"518","hidsdi.h","/shared/hidsdi.h","Hid","Windows.Win32.Devices.HumanInterfaceDevice","queued"
"519","hidusage.h","/shared/hidusage.h","Hid","Windows.Win32.Devices.HumanInterfaceDevice","queued"
"520","ntddkbd.h","/shared/ntddkbd.h","Hid","Windows.Win32.Devices.HumanInterfaceDevice","queued"
"521","ntddmou.h","/shared/ntddmou.h","Hid","Windows.Win32.Devices.HumanInterfaceDevice","queued"
"522","dinput.h","/um/dinput.h","Hid","Windows.Win32.Devices.HumanInterfaceDevice","queued"
"523","gpiobuttontypes.h","/um/gpiobuttontypes.h","Hid","Windows.Win32.Devices.HumanInterfaceDevice","queued"
"524","computenetwork.h","/um/computenetwork.h","HostComputeNetwork","Windows.Win32.System.HostComputeNetwork","queued"
"525","computecore.h","/um/computecore.h","HostComputeSystem","Windows.Win32.System.HostComputeSystem","queued"
"526","computedefs.h","/um/computedefs.h","HostComputeSystem","Windows.Win32.System.HostComputeSystem","queued"
"527","computestorage.h","/um/computestorage.h","HostComputeSystem","Windows.Win32.System.HostComputeSystem","queued"
